,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
108,"In Comment Submitted to U.S. Copyright Office, FTC Raises AI ...",2023-11-07,Federal Trade Commission News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5669798851013184, 0.26498284935951233, 0.09086707979440689, 0.07717020064592361]"
109,IBM Launches $500 Million Enterprise AI Venture Fund,2023-11-07,IBM Newsroom,News Outlet,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.31159740686416626, 0.25078511238098145, 0.22710663080215454, 0.21051083505153656]"
110,Exclusive: IBM debuts $500 million enterprise AI venture fund,2023-11-07,Axios,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.5001623034477234, 0.17782659828662872, 0.17289724946022034, 0.14911381900310516]"
111,IBM pours $500M into AI venture fund,2023-11-07,CIO Dive,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.30184176564216614, 0.2734781503677368, 0.23388037085533142, 0.190799742937088]"
112,Gartner Says Most Finance Organizations Lag Other Functions in AI ...,2023-11-07,Gartner,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6797028183937073, 0.20111623406410217, 0.07023515552282333, 0.048945773392915726]"
113,OnFinance AI raises $1.05 Million in an oversubscribed Seed Funding Round led by Silverneedle Ventures & IAN,2023-11-07,APN News,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.4110127389431, 0.3661784529685974, 0.12456483393907547, 0.09824397414922714]"
114,AMD: This Artificial Intelligence (AI) Stock Is Set to Soar Big-Time,2023-11-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.8043826818466187, 0.15903282165527344, 0.027958527207374573, 0.008625944145023823]"
115,Warren Buffett's Best 5 Artificial Intelligence (AI) Stocks,2023-11-07,Nasdaq,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.35580211877822876, 0.28239670395851135, 0.23460125923156738, 0.12719999253749847]"
116,Cresta Raises Bar with New Generative AI Capabilities that drive ...,2023-11-07,PR Newswire,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.32082799077033997, 0.3200820982456207, 0.20166504383087158, 0.15742485225200653]"
117,2 Top Artificial Intelligence (AI) Stocks to Buy Now and Hold for the ...,2023-11-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5034108757972717, 0.28955015540122986, 0.13659581542015076, 0.07044310122728348]"
118,Is Microsoft an Unstoppable Artificial Intelligence (AI) Stock?,2023-11-07,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4462631046772003, 0.20633253455162048, 0.17871998250484467, 0.16868431866168976]"
119,Warren Buffett's Best 5 Artificial Intelligence (AI) Stocks,2023-11-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.35580211877822876, 0.28239670395851135, 0.23460125923156738, 0.12719999253749847]"
120,Internal audit can be fundamental for AI success,2023-11-07,Grant Thornton,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5187028646469116, 0.21498636901378632, 0.13330082595348358, 0.13300999999046326]"
121,"What the pitch deck from Adaptive, a new AI startup raising at a $100 ...",2023-11-07,Sifted,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3733370900154114, 0.32497310638427734, 0.1788748800754547, 0.12281489372253418]"
122,What's in Store for SoundHound AI's (SOUN) Q3 Earnings?,2023-11-07,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7607370018959045, 0.14459140598773956, 0.06659684330224991, 0.028074704110622406]"
123,IBM launches $500M fund to invest in enterprise AI startups,2023-11-07,SiliconANGLE News,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Optimism', 'Concern']","[0.34687596559524536, 0.2391202747821808, 0.21728816628456116, 0.19671563804149628]"
124,IBM launches $500M venture fund targeting artificial intelligence sector,2023-11-07,WRAL TechWire,Blog,en,positive,"['Excitement', 'Skepticism', 'Concern', 'Optimism']","[0.2761867046356201, 0.2599605917930603, 0.23493248224258423, 0.22892020642757416]"
125,Is This Artificial Intelligence (AI) Stock About to Join Microsoft ...,2023-11-07,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.7814195156097412, 0.1170075312256813, 0.07195162028074265, 0.029621349647641182]"
126,1 Artificial Intelligence (AI) Stock You May Want to Buy Hand Over ...,2023-11-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4656277596950531, 0.2373782992362976, 0.19989557564258575, 0.09709837287664413]"
127,2 Top Artificial Intelligence (AI) Stocks to Buy Now and Hold for the ...,2023-11-07,Nasdaq,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5034108757972717, 0.28955015540122986, 0.13659581542015076, 0.07044310122728348]"
128,"Meta to Block Political, Financial Advertisers From Using AI: Report",2023-11-07,Decrypt,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6319946050643921, 0.2578307092189789, 0.0564352422952652, 0.05373939871788025]"
129,Rafay Launches Infrastructure Templates for Generative AI to Help Enterprise Platform Teams Bring AI Applications to Market Faster,2023-11-07,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.27590057253837585, 0.2530696988105774, 0.24935336410999298, 0.22167639434337616]"
130,GenAI SaaS OnFinance AI Raises $1.05 Mn in an Oversubscribed ...,2023-11-07,IndianWeb2.com,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.32538893818855286, 0.32214558124542236, 0.25798845291137695, 0.0944771021604538]"
131,How AI poses growing risks to financial stability,2023-11-07,Axios,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8879897594451904, 0.0922660306096077, 0.010627645067870617, 0.009116552770137787]"
132,3 Top Artificial Intelligence Stocks to Buy in November,2023-11-07,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.46847930550575256, 0.3163343071937561, 0.13069353997707367, 0.08449279516935349]"
133,Artificial Intelligence: Making waves in the stock market ...,2023-11-07,Data Science Central,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.6098397374153137, 0.25780296325683594, 0.09827763587236404, 0.03407963365316391]"
134,Has Artificial Intelligence already conquered the world of finance?,2023-11-07,CEOWORLD magazine,Magazine,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6734102964401245, 0.15100254118442535, 0.08964981138706207, 0.08593732118606567]"
135,UTSA MATRIX AI Consortium receives $2 million to make AI more ...,2023-11-07,UTSA,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4301064908504486, 0.23182566463947296, 0.18482030928134918, 0.15324756503105164]"
136,Billionaire Flipkart Founder Binny Bansal Launching Stealth AI Startup,2023-11-07,Bloomberg,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.32975104451179504, 0.2976621985435486, 0.193246990442276, 0.1793397068977356]"
137,Kai-fu Lee's AI startup achieves $1 billion valuation in eight months ...,2023-11-07,TechNode,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.31858953833580017, 0.3116088807582855, 0.19858013093471527, 0.17122144997119904]"
138,Smartsheet Stock: AI Play To Watch Amid Hefty Earnings Growth,2023-11-07,Investor's Business Daily,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5584720373153687, 0.373575359582901, 0.04637350142002106, 0.021579178050160408]"
139,AI robot appointed CEO of this multi-million company,2023-11-07,grmdaily.com,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.2999345660209656, 0.26703742146492004, 0.23834240436553955, 0.19468563795089722]"
140,Would you buy soap from an AI-powered robot dog?,2023-11-07,EurekAlert,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.4925035536289215, 0.20085886120796204, 0.17489412426948547, 0.1317434161901474]"
141,Head of Open AI: Chat GPT is used by 100 million people every week,2023-11-07,Euronews.rs,News Outlet,sr,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3184479773044586, 0.243255615234375, 0.2417559176683426, 0.1965404599905014]"
142,Billionaire Flipkart founder Bansal ready to launch stealth AI startup,2023-11-07,Business Standard,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.3098646104335785, 0.28019654750823975, 0.2522941529750824, 0.15764470398426056]"
143,Chinese billionaire Kai-Fu Lee's AI startup became a unicorn after...,2023-11-07,VnEconomy,Other,vi,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.32693642377853394, 0.26894041895866394, 0.2348330020904541, 0.1692901998758316]"
144,Kai-Fu Lee’s AI startup announces and open-sources bilingual AI LLM,2023-11-07,iThome,Other,ko,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.29039135575294495, 0.2785720229148865, 0.2185775637626648, 0.21245913207530975]"
145,"GPT Revolution｜A new batch of AI large model registrations have been registered through large models such as NetEase, Zhihu, and Ant Financial...",2023-11-07,财新,Other,zh-cn,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.46447306871414185, 0.2820112407207489, 0.20223426818847656, 0.05128138139843941]"
146,American AI Startups Quietly Raise Money From Top Chinese VC ...,2023-11-07,The Information,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.36788010597229004, 0.27778103947639465, 0.1888565868139267, 0.16548222303390503]"
147,"The startup 01.AI, founded by computer scientist and AI pioneer Kai-Fu...",2023-11-06,Developpez.com,Other,fr,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.35933414101600647, 0.3184320032596588, 0.2058749794960022, 0.11635885387659073]"
148,SKT invests 9.4 billion won in LLM app market and AI healthcare startup,2023-11-06,머니투데이,News Outlet,ko,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3270028531551361, 0.29535382986068726, 0.19217553734779358, 0.1854676902294159]"
149,Chinese startup '01.AI' becomes a unicorn in 8 months with open source LLM model,2023-11-06,AI타임스,News Outlet,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4590461552143097, 0.3303229808807373, 0.13162444531917572, 0.0790063813328743]"
150,AI pioneer Lee Kaifu's startup becomes a unicorn in less than 8 months - LLM...,2023-11-06,Bloomberg.co.jp,News Outlet,ja,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4512661397457123, 0.29003486037254333, 0.1926230937242508, 0.0660758912563324]"
151,AI startup Aleph Alpha raised half a billion dollars from German industrial giants,2023-11-06,Економічна правда,Other,uk,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.35630425810813904, 0.3232005834579468, 0.1880391240119934, 0.13245606422424316]"
152,Outerbounds Unleashes the Power of Custom Generative AI and Large Language Model (LLM) Solutions for All Enterprises,2023-11-06,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.40871530771255493, 0.28107142448425293, 0.22260145843029022, 0.08761186897754669]"
153,The Chinese AI startup that managed to become a unicorn in just 8 months,2023-11-06,Globes,Other,iw,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5416570901870728, 0.19434873759746552, 0.16456708312034607, 0.09942705929279327]"
154,Chinese substitute LLaMA; 01.AI startup introduced open source artificial intelligence,2023-11-06,دیجیاتو,Other,fa,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.27458876371383667, 0.27375587821006775, 0.2683735489845276, 0.183281809091568]"
155,Tech startups try to sell a cautious Pentagon on artificial intelligence,2023-11-06,Chattanooga Times Free Press,News Outlet,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5054383277893066, 0.41672131419181824, 0.052972421050071716, 0.024867931380867958]"
156,"Get to know ""01.AI"" a startup from Kaifu-Lee that took only 8 months to reach the status ...",2023-11-06,Brand Buffet,Other,th,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4381188452243805, 0.22726096212863922, 0.22337129712104797, 0.1112489253282547]"
157,Elon Musk’s Artificial Intelligence Startup xAI Will Merge With X After Releasing ‘Rebellious’ Grok Chatbot,2023-11-06,Forbes,Magazine,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.366025447845459, 0.2516372799873352, 0.2277950644493103, 0.1545422077178955]"
158,Today’s Cache | Elon Musk to integrate AI startup with X; Humanoid robots and their problems; OpenAI plans for developer conference debut,2023-11-06,The Hindu,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.5654798150062561, 0.20510102808475494, 0.1616801619529724, 0.06773896515369415]"
159,Elon Musk says AI will remove need for jobs and create ‘universal high income.’ But workers don’t want to wait for robots to get financial relief,2023-11-06,Fortune,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3303734064102173, 0.2925263047218323, 0.22367626428604126, 0.15342405438423157]"
160,AI chatbot performed illegal financial trade and lied about it too,2023-11-06,indulgexpress,Press Release Service,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.535435676574707, 0.3168177306652069, 0.08565787971019745, 0.062088701874017715]"
161,"AI chatbot can perform illegal financial trade, lie about it too",2023-11-06,Ahmedabad Mirror,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5157798528671265, 0.2875837981700897, 0.10139257460832596, 0.09524378180503845]"
162,Dubai to hold generative AI challenge offering Dh1 million to winners,2023-11-06,The National,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4108961522579193, 0.2900945842266083, 0.1849544197320938, 0.11405486613512039]"
163,AI Briefing: Here is how a startup named after a Black inventor is ...,2023-11-06,Digiday,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.32143887877464294, 0.2781142592430115, 0.22988452017307281, 0.170562282204628]"
164,CBS News Launches Venture To Identify AI Deepfakes And Misinformation,2023-11-06,Deadline,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6061014533042908, 0.2722623944282532, 0.06118559092283249, 0.06045055389404297]"
165,"Down 83% From All-Time Highs, Can This AI Stock Make a ...",2023-11-06,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5952001810073853, 0.2750405967235565, 0.06536147743463516, 0.06439772248268127]"
166,Here's the Artificial Intelligence (AI) Stock Most Likely to Beat Tesla ...,2023-11-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5027870535850525, 0.2344038337469101, 0.1819421350955963, 0.08086699992418289]"
167,2 No-Brainer Artificial Intelligence (AI) Stocks to Buy Now That Could ...,2023-11-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5253016352653503, 0.2582553029060364, 0.13194818794727325, 0.08449479937553406]"
168,Building a startup in the age of AI: John Stanton on capital markets ...,2023-11-06,GeekWire,Press Release Service,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.3316846489906311, 0.22643736004829407, 0.22178693115711212, 0.2200910449028015]"
169,SK Telecom invests in US-based AI startups,2023-11-06,RCR Wireless News,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.2877621650695801, 0.27664971351623535, 0.2585270404815674, 0.1770610809326172]"
170,Two Months Release of Zoom AI Companion Reaches 1 Million Meeting Summary,2023-11-05,Selular.ID,Other,id,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.29836204648017883, 0.26253384351730347, 0.22057974338531494, 0.21852435171604156]"
