,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
106,Dell joins hands with Meta Llama 2 to promote local generative AI innovation,2023-11-09,聯合新聞網,Other,ca,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.3056749105453491, 0.30555272102355957, 0.2736292779445648, 0.11514312028884888]"
107,Biden AI order could lead to reforms in how federal agencies work ...,2023-11-09,The Record from Recorded Future News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.45214003324508667, 0.2528442144393921, 0.15237140655517578, 0.14264433085918427]"
108,"Grimes DJs at event calling for looser AI regulations but ""disagrees ...",2023-11-09,NME,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5048608779907227, 0.31290555000305176, 0.09804269671440125, 0.08419084548950195]"
109,"AI, Cloud & Cybersecurity: Accenture's Bill Marion Shares Cyber ...",2023-11-09,GovCon Wire,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4765608608722687, 0.23041601479053497, 0.1587902456521988, 0.13423292338848114]"
110,Today’s Cache | UK’s focus on online child safety; Meta to require disclosure for AI-created political ads; Amazon spends millions on new AI model ‘Olympus’,2023-11-09,The Hindu,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.702696681022644, 0.13542413711547852, 0.09251251071691513, 0.06936666369438171]"
111,American Telemedicine Association Leaps Into Privacy and AI Policies,2023-11-09,Healthcare IT Today,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7635213136672974, 0.1312379688024521, 0.060056716203689575, 0.04518396779894829]"
112,‘The Moon Is A Trick’: AI Flings Greek Mythology All-Stars Into Space,2023-11-09,Forbes,Magazine,en,negative,"['Skepticism', 'Concern', 'Excitement', 'Optimism']",Skepticism,"[0.7339993715286255, 0.16206060349941254, 0.08526191115379333, 0.018678149208426476]"
113,How to streamline customs and border procedures through AI and ...,2023-11-09,Capita,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5118421316146851, 0.21894116699695587, 0.14440180361270905, 0.12481486052274704]"
114,Bud launches AI-powered data analytics and marketing automation ...,2023-11-09,Retail Banker International,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.29953041672706604, 0.26199668645858765, 0.24471816420555115, 0.19375473260879517]"
115,"I caught my husband cheating with an AI chatbot, it's ruined my life'",2023-11-09,Wales Online,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8405774831771851, 0.08328573405742645, 0.04581456631422043, 0.030322246253490448]"
116,The AI Act seen from the European Parliament,2023-11-09,EURACTIV,Other,en,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6063146591186523, 0.15222719311714172, 0.13998252153396606, 0.1014755517244339]"
117,Key Takeaways from the Global AI Safety Summit | Perspectives & ...,2023-11-09,Mayer Brown,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4488464295864105, 0.3339727222919464, 0.13485918939113617, 0.08232168853282928]"
118,Biden's Executive Order On Artificial Intelligence - New Technology ...,2023-11-09,Mondaq News Alerts,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.5171409845352173, 0.2028379589319229, 0.1521061360836029, 0.12791498005390167]"
119,OECD updates definition of Artificial Intelligence 'to inform EU's AI Act',2023-11-09,EURACTIV,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4047544002532959, 0.20847876369953156, 0.19689735770225525, 0.18986950814723969]"
120,Biden’s AI Order Is Government’s Bid for Dominance | Mint,2023-11-08,Mint,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5272918939590454, 0.28015631437301636, 0.12737320363521576, 0.06517860293388367]"
121,AI Standing Orders Proliferate as Federal Courts Forge Own Paths,2023-11-08,Bloomberg Law,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.46793442964553833, 0.22549787163734436, 0.18177567422389984, 0.12479204684495926]"
122,"Cooper Harris speaks on her entrepreneurial journey, future of AI in ...",2023-11-08,Today at Elon,News Outlet,en,positive,"['Skepticism', 'Optimism', 'Excitement', 'Concern']",Skepticism,"[0.2932758331298828, 0.2668316960334778, 0.24475428462028503, 0.19513820111751556]"
123,"Germany launches AI action plan to boost investments, European ...",2023-11-08,EURACTIV,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.37870097160339355, 0.2280353456735611, 0.214765727519989, 0.1784980446100235]"
124,Advancement of Artificial Intelligence: a robot was key in a kidney transplant operation,2023-11-08,Infobae,Other,es,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.42028161883354187, 0.2999497056007385, 0.21253137290477753, 0.06723728775978088]"
125,Rise in Cybercrime Exploiting Artificial Intelligence Hype Leads to ...,2023-11-08,CircleID,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.7931229472160339, 0.11406785994768143, 0.05820024758577347, 0.034608934074640274]"
126,Google's AI-powered search feature goes global with a 120-country ...,2023-11-08,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.28648829460144043, 0.2834043502807617, 0.23902077972888947, 0.1910865306854248]"
127,"Scale Launches New AI Safety Lab, Led By Former Google Bard ...",2023-11-08,Forbes,Magazine,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4783608317375183, 0.29683107137680054, 0.113876573741436, 0.11093155294656754]"
128,Protecto Joins Cadre of Startups in AI Data Protection Space,2023-11-08,SecurityWeek,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3843984603881836, 0.2397727370262146, 0.2228604257106781, 0.1529683619737625]"
129,"Substrate AI CEO says Binit will become an indispensable ""drummer"" for the business",2023-11-08,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3625006675720215, 0.3029726445674896, 0.19029365479946136, 0.14423298835754395]"
130,The AI Summit was a promising start – but momentum must be ...,2023-11-08,University of Cambridge news,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.41545552015304565, 0.233598992228508, 0.23265960812568665, 0.1182858869433403]"
131,"Daily AI Roundup: Biggest Machine Learning, Robotic And ...",2023-11-08,AiThority,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.2988748550415039, 0.2651236653327942, 0.22608667612075806, 0.20991480350494385]"
132,GitHub Enhances Security Capabilities With AI,2023-11-08,SecurityWeek,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.4207618236541748, 0.2532022297382355, 0.2078765630722046, 0.11815942823886871]"
133,"Chinese researchers uncover security flaws in AI models, including ...",2023-11-08,gizmochina,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6237127780914307, 0.1769292652606964, 0.12039854377508163, 0.07895950227975845]"
134,"""International Industry"" points to OpenAI, Google and rumors that Amazon is preparing a ""killer"" AI model",2023-11-08,工商時報,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.5410996079444885, 0.23060619831085205, 0.17131014168262482, 0.05698403716087341]"
135,New IBM Study Explores the Changing Role of Leadership as Businesses in Europe Embrace Generative AI,2023-11-08,ShareCast,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.32132354378700256, 0.28265780210494995, 0.2177874892950058, 0.17823119461536407]"
136,"Altana and Dataminr Form Partnership to Bring AI-Powered, Real ...",2023-11-08,Business Wire,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.3190983533859253, 0.2860749065876007, 0.19960546493530273, 0.19522126019001007]"
137,The New York Times got its content removed from a huge AI training dataset,2023-11-08,Business Insider,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5777896642684937, 0.24462439119815826, 0.09538620710372925, 0.08219979703426361]"
138,Key Takeaways from the UK’s AI Summit: The Bletchley Declaration,2023-11-08,JD Supra,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3623044490814209, 0.2649334669113159, 0.22377772629261017, 0.14898435771465302]"
139,Public AI Training Datasets Are Rife With Licensing Errors,2023-11-08,IEEE Spectrum,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8801137208938599, 0.09773001074790955, 0.0124123590067029, 0.009743909351527691]"
140,AI has negotiated a legal contract with no human help,2023-11-08,Verdict,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.39217522740364075, 0.253006249666214, 0.18236491084098816, 0.17245353758335114]"
141,Datadog integrates with Google Cloud's Vertex AI to monitor health ...,2023-11-08,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.391704797744751, 0.24159535765647888, 0.24004939198493958, 0.12665052711963654]"
142,"AI improves legal writing speed, not quality - study",2023-11-08,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3667875826358795, 0.3544325530529022, 0.16333770751953125, 0.11544220894575119]"
143,"Data and AI Company Stardog Launches Voicebox, Providing Enterprise Knowledge Workers with Direct, Easy Access to Critical Business Insight",2023-11-08,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.28979167342185974, 0.25573164224624634, 0.23743635416030884, 0.21704038977622986]"
144,Evolving security solutions in the AI era: No 'silver bullet' for cloud ...,2023-11-08,SiliconANGLE News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4841388761997223, 0.3406226933002472, 0.08876543492078781, 0.08647298812866211]"
145,Cyber attackers and defenders are racing to up their AI game,2023-11-08,CSO Online,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.39503243565559387, 0.3772362768650055, 0.12098012864589691, 0.10675115138292313]"
146,Pentagon Sees Data as a Product Amid AI Development,2023-11-08,GovernmentCIO Media & Research,Academic Journal,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.26854485273361206, 0.25981083512306213, 0.2510391175746918, 0.22060516476631165]"
147,Packing Perfection: MIT Uses Generative AI To Reshape Robotic ...,2023-11-08,SciTechDaily,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.5957522988319397, 0.22156693041324615, 0.10136598348617554, 0.08131476491689682]"
148,China's AI-powered Go robot showcases superb skills at 2023 WIC ...,2023-11-08,Xinhua,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.45694541931152344, 0.23578305542469025, 0.22663608193397522, 0.0806354433298111]"
149,World's first AI robot CEO becomes an honorary professor,2023-11-08,Rockdale Newton Citizen,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.32224133610725403, 0.2636014521121979, 0.21246980130672455, 0.20168741047382355]"
150,"Robots, DNA, and Artificial Intelligence at Virginia Tech’s Science Festival",2023-11-08,WFXRtv.com,Broadcast Media,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.5504517555236816, 0.19891716539859772, 0.1893533617258072, 0.06127774715423584]"
151,"Robots, AI, and Digital Transformation: The Future of Security in FM ...",2023-11-08,BLR,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5471806526184082, 0.18682727217674255, 0.17559590935707092, 0.0903962031006813]"
152,"University Builds Robot-Designing AI, Churns Out Designs in Seconds",2023-11-08,Tom's Hardware,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4059824049472809, 0.24271635711193085, 0.20934629440307617, 0.1419549137353897]"
153,Roboception introduces AI-driven robot vision platform,2023-11-08,Imaging and Machine Vision Europe,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.45497632026672363, 0.27430281043052673, 0.21702662110328674, 0.0536942183971405]"
154,PA's Conway tells MPs AI Large Language Models breaking law 'on ...,2023-11-08,The Bookseller,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8404875993728638, 0.0809926763176918, 0.0393223874270916, 0.039197325706481934]"
155,Fox News AI Newsletter: The first robot CEO,2023-11-08,Fox News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.3287346065044403, 0.306569367647171, 0.2289496660232544, 0.13574640452861786]"
156,"Japan govt. subsidy for AI, robots to offset labor shortage | NHK ...",2023-11-08,NHK WORLD,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5379931330680847, 0.18170364201068878, 0.14748327434062958, 0.13281995058059692]"
157,AI is about to face many more legal risks. Here’s how businesses can prepare,2023-11-08,Fortune,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5534918308258057, 0.19024066627025604, 0.13934049010276794, 0.11692698299884796]"
158,"EU AI Act to serve as blueprint for global rules, Benifei says",2023-11-08,Reuters,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6220704317092896, 0.13684026896953583, 0.12591467797756195, 0.11517460644245148]"
159,Army moving out on AI BOM concept for Project Linchpin,2023-11-08,Breaking Defense,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.4972468614578247, 0.22530120611190796, 0.18900345265865326, 0.0884484201669693]"
160,"The AI safety summit, and its critics",2023-11-08,POLITICO,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6310575008392334, 0.3220405578613281, 0.024831322953104973, 0.02207060344517231]"
161,Microsoft’s and Amadeus’ New AI Push,2023-11-08,Skift Travel News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.34351590275764465, 0.2888834774494171, 0.188725084066391, 0.17887550592422485]"
162,"Korean AI startups Allganize, Neurophet raise over $35 mn",2023-11-08,Korea Economic Daily,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3270953297615051, 0.2931637465953827, 0.27321720123291016, 0.10652372986078262]"
163,Legal Tech Rundown: Thomson Reuters' Updated Gen AI Strategy ...,2023-11-08,Law.com,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3123166263103485, 0.2560717463493347, 0.22999782860279083, 0.20161378383636475]"
164,Baidu orders Huawei AI chips in latest tech war chess move,2023-11-08,Dao Insights,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.35688814520835876, 0.3124803602695465, 0.18318410217761993, 0.1474473476409912]"
165,Governance of foundation models in EU's AI law starts to take shape,2023-11-08,EURACTIV,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.49946412444114685, 0.19278477132320404, 0.16012108325958252, 0.1476299911737442]"
166,"Experienced neurologist interviews generative AI, comes away ...",2023-11-08,AI in Healthcare,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.45997411012649536, 0.28338783979415894, 0.12914212048053741, 0.12749598920345306]"
